""	"Year"	"Month"	"DayOfWeek"	"TimeOfDay"	"Status"	"dummy"	"NumberOfFlights"
"1464"	2001	"Oct"	"Thurs"	"Mid-Day"	"Medium Delay"	0	219
"1465"	2001	"Oct"	"Thurs"	"Mid-Day"	"On Time"	0	628
"1466"	2001	"Oct"	"Thurs"	"Mid-Day"	"Short Delay"	0	154
"1467"	2001	"Oct"	"Thurs"	"Morning"	"Cancelled"	0	9
"1468"	2001	"Oct"	"Thurs"	"Morning"	"Long Delay"	0	20
"1469"	2001	"Oct"	"Thurs"	"Morning"	"Medium Delay"	0	78
"1470"	2001	"Oct"	"Thurs"	"Morning"	"On Time"	0	419
"1471"	2001	"Oct"	"Thurs"	"Morning"	"Short Delay"	0	72
"1472"	2001	"Oct"	"Thurs"	"Night"	"Cancelled"	0	1
"1473"	2001	"Oct"	"Thurs"	"Night"	"Long Delay"	0	5
"1474"	2001	"Oct"	"Thurs"	"Night"	"Medium Delay"	0	5
"1475"	2001	"Oct"	"Thurs"	"Night"	"On Time"	0	11
"1476"	2001	"Oct"	"Thurs"	"Night"	"Short Delay"	0	3
"1477"	2001	"Oct"	"Tues"	"Evening"	"Cancelled"	0	13
"1478"	2001	"Oct"	"Tues"	"Evening"	"Long Delay"	0	61
"1479"	2001	"Oct"	"Tues"	"Evening"	"Medium Delay"	0	247
"1480"	2001	"Oct"	"Tues"	"Evening"	"On Time"	0	803
"1481"	2001	"Oct"	"Tues"	"Evening"	"Short Delay"	0	133
"1482"	2001	"Oct"	"Tues"	"Mid-Day"	"Cancelled"	0	15
"1483"	2001	"Oct"	"Tues"	"Mid-Day"	"Long Delay"	0	59
"1484"	2001	"Oct"	"Tues"	"Mid-Day"	"Medium Delay"	0	181
"1485"	2001	"Oct"	"Tues"	"Mid-Day"	"On Time"	0	991
"1486"	2001	"Oct"	"Tues"	"Mid-Day"	"Short Delay"	0	139
"1487"	2001	"Oct"	"Tues"	"Morning"	"Cancelled"	0	11
"1488"	2001	"Oct"	"Tues"	"Morning"	"Long Delay"	0	16
"1489"	2001	"Oct"	"Tues"	"Morning"	"Medium Delay"	0	65
"1490"	2001	"Oct"	"Tues"	"Morning"	"On Time"	0	590
"1491"	2001	"Oct"	"Tues"	"Morning"	"Short Delay"	0	66
"1492"	2001	"Oct"	"Tues"	"Night"	"Cancelled"	0	3
"1493"	2001	"Oct"	"Tues"	"Night"	"Long Delay"	0	1
"1494"	2001	"Oct"	"Tues"	"Night"	"Medium Delay"	0	5
"1495"	2001	"Oct"	"Tues"	"Night"	"On Time"	0	20
"1496"	2001	"Oct"	"Tues"	"Night"	"Short Delay"	0	4
"1497"	2001	"Oct"	"Wed"	"Evening"	"Cancelled"	0	20
"1498"	2001	"Oct"	"Wed"	"Evening"	"Long Delay"	0	92
"1499"	2001	"Oct"	"Wed"	"Evening"	"Medium Delay"	0	285
"1500"	2001	"Oct"	"Wed"	"Evening"	"On Time"	0	686
"1501"	2001	"Oct"	"Wed"	"Evening"	"Short Delay"	0	169
"1502"	2001	"Oct"	"Wed"	"Mid-Day"	"Cancelled"	0	25
"1503"	2001	"Oct"	"Wed"	"Mid-Day"	"Long Delay"	0	68
"1504"	2001	"Oct"	"Wed"	"Mid-Day"	"Medium Delay"	0	196
"1505"	2001	"Oct"	"Wed"	"Mid-Day"	"On Time"	0	943
"1506"	2001	"Oct"	"Wed"	"Mid-Day"	"Short Delay"	0	150
"1507"	2001	"Oct"	"Wed"	"Morning"	"Cancelled"	0	8
"1508"	2001	"Oct"	"Wed"	"Morning"	"Long Delay"	0	31
"1509"	2001	"Oct"	"Wed"	"Morning"	"Medium Delay"	0	83
"1510"	2001	"Oct"	"Wed"	"Morning"	"On Time"	0	537
"1511"	2001	"Oct"	"Wed"	"Morning"	"Short Delay"	0	87
"1512"	2001	"Oct"	"Wed"	"Night"	"Cancelled"	0	1
"1513"	2001	"Oct"	"Wed"	"Night"	"Long Delay"	0	2
"1514"	2001	"Oct"	"Wed"	"Night"	"Medium Delay"	0	4
"1515"	2001	"Oct"	"Wed"	"Night"	"On Time"	0	20
"1516"	2001	"Oct"	"Wed"	"Night"	"Short Delay"	0	5
"1517"	2001	"Sept"	"Fri"	"Evening"	"Cancelled"	0	186
"1518"	2001	"Sept"	"Fri"	"Evening"	"Long Delay"	0	229
"1519"	2001	"Sept"	"Fri"	"Evening"	"Medium Delay"	0	174
"1520"	2001	"Sept"	"Fri"	"Evening"	"On Time"	0	502
"1521"	2001	"Sept"	"Fri"	"Evening"	"Short Delay"	0	84
"1522"	2001	"Sept"	"Fri"	"Mid-Day"	"Cancelled"	0	248
"1523"	2001	"Sept"	"Fri"	"Mid-Day"	"Long Delay"	0	202
"1524"	2001	"Sept"	"Fri"	"Mid-Day"	"Medium Delay"	0	185
"1525"	2001	"Sept"	"Fri"	"Mid-Day"	"On Time"	0	475
"1526"	2001	"Sept"	"Fri"	"Mid-Day"	"Short Delay"	0	104
"1527"	2001	"Sept"	"Fri"	"Morning"	"Cancelled"	0	147
"1528"	2001	"Sept"	"Fri"	"Morning"	"Long Delay"	0	78
"1529"	2001	"Sept"	"Fri"	"Morning"	"Medium Delay"	0	107
"1530"	2001	"Sept"	"Fri"	"Morning"	"On Time"	0	284
"1531"	2001	"Sept"	"Fri"	"Morning"	"Short Delay"	0	38
"1532"	2001	"Sept"	"Fri"	"Night"	"Cancelled"	0	39
"1533"	2001	"Sept"	"Fri"	"Night"	"Long Delay"	0	22
"1534"	2001	"Sept"	"Fri"	"Night"	"Medium Delay"	0	23
"1535"	2001	"Sept"	"Fri"	"Night"	"On Time"	0	63
"1536"	2001	"Sept"	"Fri"	"Night"	"Short Delay"	0	5
"1537"	2001	"Sept"	"Mon"	"Evening"	"Cancelled"	0	74
"1538"	2001	"Sept"	"Mon"	"Evening"	"Long Delay"	0	90
"1539"	2001	"Sept"	"Mon"	"Evening"	"Medium Delay"	0	123
"1540"	2001	"Sept"	"Mon"	"Evening"	"On Time"	0	778
"1541"	2001	"Sept"	"Mon"	"Evening"	"Short Delay"	0	112
"1542"	2001	"Sept"	"Mon"	"Mid-Day"	"Cancelled"	0	88
"1543"	2001	"Sept"	"Mon"	"Mid-Day"	"Long Delay"	0	49
"1544"	2001	"Sept"	"Mon"	"Mid-Day"	"Medium Delay"	0	137
"1545"	2001	"Sept"	"Mon"	"Mid-Day"	"On Time"	0	809
"1546"	2001	"Sept"	"Mon"	"Mid-Day"	"Short Delay"	0	116
"1547"	2001	"Sept"	"Mon"	"Morning"	"Cancelled"	0	42
"1548"	2001	"Sept"	"Mon"	"Morning"	"Long Delay"	0	25
"1549"	2001	"Sept"	"Mon"	"Morning"	"Medium Delay"	0	53
"1550"	2001	"Sept"	"Mon"	"Morning"	"On Time"	0	438
"1551"	2001	"Sept"	"Mon"	"Morning"	"Short Delay"	0	65
"1552"	2001	"Sept"	"Mon"	"Night"	"Cancelled"	0	17
"1553"	2001	"Sept"	"Mon"	"Night"	"Long Delay"	0	13
"1554"	2001	"Sept"	"Mon"	"Night"	"Medium Delay"	0	24
"1555"	2001	"Sept"	"Mon"	"Night"	"On Time"	0	91
"1556"	2001	"Sept"	"Mon"	"Night"	"Short Delay"	0	9
"1557"	2001	"Sept"	"Sat"	"Evening"	"Cancelled"	0	76
"1558"	2001	"Sept"	"Sat"	"Evening"	"Long Delay"	0	78
"1559"	2001	"Sept"	"Sat"	"Evening"	"Medium Delay"	0	100
"1560"	2001	"Sept"	"Sat"	"Evening"	"On Time"	0	816
"1561"	2001	"Sept"	"Sat"	"Evening"	"Short Delay"	0	94
"1562"	2001	"Sept"	"Sat"	"Mid-Day"	"Cancelled"	0	129
"1563"	2001	"Sept"	"Sat"	"Mid-Day"	"Long Delay"	0	117
"1564"	2001	"Sept"	"Sat"	"Mid-Day"	"Medium Delay"	0	240
"1565"	2001	"Sept"	"Sat"	"Mid-Day"	"On Time"	0	775
"1566"	2001	"Sept"	"Sat"	"Mid-Day"	"Short Delay"	0	131
"1567"	2001	"Sept"	"Sat"	"Morning"	"Cancelled"	0	77
"1568"	2001	"Sept"	"Sat"	"Morning"	"Long Delay"	0	55
"1569"	2001	"Sept"	"Sat"	"Morning"	"Medium Delay"	0	58
"1570"	2001	"Sept"	"Sat"	"Morning"	"On Time"	0	464
"1571"	2001	"Sept"	"Sat"	"Morning"	"Short Delay"	0	62
"1572"	2001	"Sept"	"Sat"	"Night"	"Cancelled"	0	8
"1573"	2001	"Sept"	"Sat"	"Night"	"Long Delay"	0	6
"1574"	2001	"Sept"	"Sat"	"Night"	"Medium Delay"	0	14
"1575"	2001	"Sept"	"Sat"	"Night"	"On Time"	0	55
"1576"	2001	"Sept"	"Sat"	"Night"	"Short Delay"	0	4
"1577"	2001	"Sept"	"Sun"	"Evening"	"Cancelled"	0	77
"1578"	2001	"Sept"	"Sun"	"Evening"	"Long Delay"	0	123
"1579"	2001	"Sept"	"Sun"	"Evening"	"Medium Delay"	0	180
"1580"	2001	"Sept"	"Sun"	"Evening"	"On Time"	0	866
"1581"	2001	"Sept"	"Sun"	"Evening"	"Short Delay"	0	140
"1582"	2001	"Sept"	"Sun"	"Mid-Day"	"Cancelled"	0	87
"1583"	2001	"Sept"	"Sun"	"Mid-Day"	"Long Delay"	0	73
"1584"	2001	"Sept"	"Sun"	"Mid-Day"	"Medium Delay"	0	168
"1585"	2001	"Sept"	"Sun"	"Mid-Day"	"On Time"	0	957
"1586"	2001	"Sept"	"Sun"	"Mid-Day"	"Short Delay"	0	140
"1587"	2001	"Sept"	"Sun"	"Morning"	"Cancelled"	0	49
"1588"	2001	"Sept"	"Sun"	"Morning"	"Long Delay"	0	22
"1589"	2001	"Sept"	"Sun"	"Morning"	"Medium Delay"	0	46
"1590"	2001	"Sept"	"Sun"	"Morning"	"On Time"	0	496
"1591"	2001	"Sept"	"Sun"	"Morning"	"Short Delay"	0	45
"1592"	2001	"Sept"	"Sun"	"Night"	"Cancelled"	0	15
"1593"	2001	"Sept"	"Sun"	"Night"	"Long Delay"	0	17
"1594"	2001	"Sept"	"Sun"	"Night"	"Medium Delay"	0	18
"1595"	2001	"Sept"	"Sun"	"Night"	"On Time"	0	105
"1596"	2001	"Sept"	"Sun"	"Night"	"Short Delay"	0	10
"1597"	2001	"Sept"	"Thurs"	"Evening"	"Cancelled"	0	318
"1598"	2001	"Sept"	"Thurs"	"Evening"	"Long Delay"	0	111
"1599"	2001	"Sept"	"Thurs"	"Evening"	"Medium Delay"	0	137
"1600"	2001	"Sept"	"Thurs"	"Evening"	"On Time"	0	524
"1601"	2001	"Sept"	"Thurs"	"Evening"	"Short Delay"	0	87
"1602"	2001	"Sept"	"Thurs"	"Mid-Day"	"Cancelled"	0	394
"1603"	2001	"Sept"	"Thurs"	"Mid-Day"	"Long Delay"	0	86
"1604"	2001	"Sept"	"Thurs"	"Mid-Day"	"Medium Delay"	0	147
"1605"	2001	"Sept"	"Thurs"	"Mid-Day"	"On Time"	0	499
"1606"	2001	"Sept"	"Thurs"	"Mid-Day"	"Short Delay"	0	90
"1607"	2001	"Sept"	"Thurs"	"Morning"	"Cancelled"	0	221
"1608"	2001	"Sept"	"Thurs"	"Morning"	"Long Delay"	0	55
"1609"	2001	"Sept"	"Thurs"	"Morning"	"Medium Delay"	0	37
"1610"	2001	"Sept"	"Thurs"	"Morning"	"On Time"	0	306
"1611"	2001	"Sept"	"Thurs"	"Morning"	"Short Delay"	0	35
"1612"	2001	"Sept"	"Thurs"	"Night"	"Cancelled"	0	39
"1613"	2001	"Sept"	"Thurs"	"Night"	"Long Delay"	0	25
"1614"	2001	"Sept"	"Thurs"	"Night"	"Medium Delay"	0	17
"1615"	2001	"Sept"	"Thurs"	"Night"	"On Time"	0	68
"1616"	2001	"Sept"	"Thurs"	"Night"	"Short Delay"	0	4
"1617"	2001	"Sept"	"Tues"	"Evening"	"Cancelled"	0	371
"1618"	2001	"Sept"	"Tues"	"Evening"	"Long Delay"	0	48
"1619"	2001	"Sept"	"Tues"	"Evening"	"Medium Delay"	0	72
"1620"	2001	"Sept"	"Tues"	"Evening"	"On Time"	0	620
"1621"	2001	"Sept"	"Tues"	"Evening"	"Short Delay"	0	64
"1622"	2001	"Sept"	"Tues"	"Mid-Day"	"Cancelled"	0	377
"1623"	2001	"Sept"	"Tues"	"Mid-Day"	"Long Delay"	0	34
"1624"	2001	"Sept"	"Tues"	"Mid-Day"	"Medium Delay"	0	90
"1625"	2001	"Sept"	"Tues"	"Mid-Day"	"On Time"	0	639
"1626"	2001	"Sept"	"Tues"	"Mid-Day"	"Short Delay"	0	81
"1627"	2001	"Sept"	"Tues"	"Morning"	"Cancelled"	0	98
"1628"	2001	"Sept"	"Tues"	"Morning"	"Long Delay"	0	18
"1629"	2001	"Sept"	"Tues"	"Morning"	"Medium Delay"	0	33
"1630"	2001	"Sept"	"Tues"	"Morning"	"On Time"	0	470
"1631"	2001	"Sept"	"Tues"	"Morning"	"Short Delay"	0	36
"1632"	2001	"Sept"	"Tues"	"Night"	"Cancelled"	0	58
"1633"	2001	"Sept"	"Tues"	"Night"	"Long Delay"	0	3
"1634"	2001	"Sept"	"Tues"	"Night"	"Medium Delay"	0	8
"1635"	2001	"Sept"	"Tues"	"Night"	"On Time"	0	81
"1636"	2001	"Sept"	"Tues"	"Night"	"Short Delay"	0	4
"1637"	2001	"Sept"	"Wed"	"Evening"	"Cancelled"	0	359
"1638"	2001	"Sept"	"Wed"	"Evening"	"Long Delay"	0	34
"1639"	2001	"Sept"	"Wed"	"Evening"	"Medium Delay"	0	63
"1640"	2001	"Sept"	"Wed"	"Evening"	"On Time"	0	670
"1641"	2001	"Sept"	"Wed"	"Evening"	"Short Delay"	0	52
"1642"	2001	"Sept"	"Wed"	"Mid-Day"	"Cancelled"	0	390
"1643"	2001	"Sept"	"Wed"	"Mid-Day"	"Long Delay"	0	21
"1644"	2001	"Sept"	"Wed"	"Mid-Day"	"Medium Delay"	0	78
"1645"	2001	"Sept"	"Wed"	"Mid-Day"	"On Time"	0	663
"1646"	2001	"Sept"	"Wed"	"Mid-Day"	"Short Delay"	0	69
"1647"	2001	"Sept"	"Wed"	"Morning"	"Cancelled"	0	210
"1648"	2001	"Sept"	"Wed"	"Morning"	"Long Delay"	0	12
"1649"	2001	"Sept"	"Wed"	"Morning"	"Medium Delay"	0	38
"1650"	2001	"Sept"	"Wed"	"Morning"	"On Time"	0	362
"1651"	2001	"Sept"	"Wed"	"Morning"	"Short Delay"	0	32
"1652"	2001	"Sept"	"Wed"	"Night"	"Cancelled"	0	57
"1653"	2001	"Sept"	"Wed"	"Night"	"Long Delay"	0	3
"1654"	2001	"Sept"	"Wed"	"Night"	"Medium Delay"	0	10
"1655"	2001	"Sept"	"Wed"	"Night"	"On Time"	0	79
"1656"	2001	"Sept"	"Wed"	"Night"	"Short Delay"	0	4
"1657"	2002	"Apr"	"Fri"	"Evening"	"Cancelled"	0	15
"1658"	2002	"Apr"	"Fri"	"Evening"	"Long Delay"	0	97
"1659"	2002	"Apr"	"Fri"	"Evening"	"Medium Delay"	0	186
"1660"	2002	"Apr"	"Fri"	"Evening"	"On Time"	0	723
"1661"	2002	"Apr"	"Fri"	"Evening"	"Short Delay"	0	116
"1662"	2002	"Apr"	"Fri"	"Mid-Day"	"Cancelled"	0	14
"1663"	2002	"Apr"	"Fri"	"Mid-Day"	"Long Delay"	0	57
"1664"	2002	"Apr"	"Fri"	"Mid-Day"	"Medium Delay"	0	164
"1665"	2002	"Apr"	"Fri"	"Mid-Day"	"On Time"	0	890
"1666"	2002	"Apr"	"Fri"	"Mid-Day"	"Short Delay"	0	141
"1667"	2002	"Apr"	"Fri"	"Morning"	"Cancelled"	0	6
"1668"	2002	"Apr"	"Fri"	"Morning"	"Long Delay"	0	23
"1669"	2002	"Apr"	"Fri"	"Morning"	"Medium Delay"	0	59
"1670"	2002	"Apr"	"Fri"	"Morning"	"On Time"	0	482
"1671"	2002	"Apr"	"Fri"	"Morning"	"Short Delay"	0	72
"1672"	2002	"Apr"	"Fri"	"Night"	"Long Delay"	0	4
"1673"	2002	"Apr"	"Fri"	"Night"	"Medium Delay"	0	6
"1674"	2002	"Apr"	"Fri"	"Night"	"On Time"	0	30
"1675"	2002	"Apr"	"Fri"	"Night"	"Short Delay"	0	3
"1676"	2002	"Apr"	"Mon"	"Evening"	"Cancelled"	0	29
"1677"	2002	"Apr"	"Mon"	"Evening"	"Long Delay"	0	262
"1678"	2002	"Apr"	"Mon"	"Evening"	"Medium Delay"	0	218
"1679"	2002	"Apr"	"Mon"	"Evening"	"On Time"	0	794
"1680"	2002	"Apr"	"Mon"	"Evening"	"Short Delay"	0	118
"1681"	2002	"Apr"	"Mon"	"Mid-Day"	"Cancelled"	0	62
"1682"	2002	"Apr"	"Mon"	"Mid-Day"	"Long Delay"	0	283
"1683"	2002	"Apr"	"Mon"	"Mid-Day"	"Medium Delay"	0	250
"1684"	2002	"Apr"	"Mon"	"Mid-Day"	"On Time"	0	862
"1685"	2002	"Apr"	"Mon"	"Mid-Day"	"Short Delay"	0	123
"1686"	2002	"Apr"	"Mon"	"Morning"	"Cancelled"	0	8
"1687"	2002	"Apr"	"Mon"	"Morning"	"Long Delay"	0	45
"1688"	2002	"Apr"	"Mon"	"Morning"	"Medium Delay"	0	119
"1689"	2002	"Apr"	"Mon"	"Morning"	"On Time"	0	546
"1690"	2002	"Apr"	"Mon"	"Morning"	"Short Delay"	0	85
"1691"	2002	"Apr"	"Mon"	"Night"	"Long Delay"	0	3
"1692"	2002	"Apr"	"Mon"	"Night"	"Medium Delay"	0	9
"1693"	2002	"Apr"	"Mon"	"Night"	"On Time"	0	39
"1694"	2002	"Apr"	"Mon"	"Night"	"Short Delay"	0	4
"1695"	2002	"Apr"	"Sat"	"Evening"	"Cancelled"	0	6
"1696"	2002	"Apr"	"Sat"	"Evening"	"Long Delay"	0	34
"1697"	2002	"Apr"	"Sat"	"Evening"	"Medium Delay"	0	104
"1698"	2002	"Apr"	"Sat"	"Evening"	"On Time"	0	685
"1699"	2002	"Apr"	"Sat"	"Evening"	"Short Delay"	0	90
"1700"	2002	"Apr"	"Sat"	"Mid-Day"	"Cancelled"	0	7
"1701"	2002	"Apr"	"Sat"	"Mid-Day"	"Long Delay"	0	35
"1702"	2002	"Apr"	"Sat"	"Mid-Day"	"Medium Delay"	0	154
"1703"	2002	"Apr"	"Sat"	"Mid-Day"	"On Time"	0	773
"1704"	2002	"Apr"	"Sat"	"Mid-Day"	"Short Delay"	0	126
"1705"	2002	"Apr"	"Sat"	"Morning"	"Cancelled"	0	3
"1706"	2002	"Apr"	"Sat"	"Morning"	"Long Delay"	0	10
"1707"	2002	"Apr"	"Sat"	"Morning"	"Medium Delay"	0	57
"1708"	2002	"Apr"	"Sat"	"Morning"	"On Time"	0	415
"1709"	2002	"Apr"	"Sat"	"Morning"	"Short Delay"	0	46
"1710"	2002	"Apr"	"Sat"	"Night"	"Medium Delay"	0	4
"1711"	2002	"Apr"	"Sat"	"Night"	"On Time"	0	24
"1712"	2002	"Apr"	"Sat"	"Night"	"Short Delay"	0	3
"1713"	2002	"Apr"	"Sun"	"Evening"	"Cancelled"	0	8
"1714"	2002	"Apr"	"Sun"	"Evening"	"Long Delay"	0	112
"1715"	2002	"Apr"	"Sun"	"Evening"	"Medium Delay"	0	215
"1716"	2002	"Apr"	"Sun"	"Evening"	"On Time"	0	654
"1717"	2002	"Apr"	"Sun"	"Evening"	"Short Delay"	0	124
"1718"	2002	"Apr"	"Sun"	"Mid-Day"	"Cancelled"	0	11
"1719"	2002	"Apr"	"Sun"	"Mid-Day"	"Long Delay"	0	74
"1720"	2002	"Apr"	"Sun"	"Mid-Day"	"Medium Delay"	0	229
"1721"	2002	"Apr"	"Sun"	"Mid-Day"	"On Time"	0	738
"1722"	2002	"Apr"	"Sun"	"Mid-Day"	"Short Delay"	0	142
"1723"	2002	"Apr"	"Sun"	"Morning"	"Cancelled"	0	2
"1724"	2002	"Apr"	"Sun"	"Morning"	"Long Delay"	0	20
"1725"	2002	"Apr"	"Sun"	"Morning"	"Medium Delay"	0	72
"1726"	2002	"Apr"	"Sun"	"Morning"	"On Time"	0	366
"1727"	2002	"Apr"	"Sun"	"Morning"	"Short Delay"	0	48
"1728"	2002	"Apr"	"Sun"	"Night"	"Long Delay"	0	6
"1729"	2002	"Apr"	"Sun"	"Night"	"Medium Delay"	0	10
"1730"	2002	"Apr"	"Sun"	"Night"	"On Time"	0	27
"1731"	2002	"Apr"	"Sun"	"Night"	"Short Delay"	0	5
"1732"	2002	"Apr"	"Thurs"	"Evening"	"Cancelled"	0	9
"1733"	2002	"Apr"	"Thurs"	"Evening"	"Long Delay"	0	111
"1734"	2002	"Apr"	"Thurs"	"Evening"	"Medium Delay"	0	217
"1735"	2002	"Apr"	"Thurs"	"Evening"	"On Time"	0	655
"1736"	2002	"Apr"	"Thurs"	"Evening"	"Short Delay"	0	145
"1737"	2002	"Apr"	"Thurs"	"Mid-Day"	"Cancelled"	0	14
"1738"	2002	"Apr"	"Thurs"	"Mid-Day"	"Long Delay"	0	58
"1739"	2002	"Apr"	"Thurs"	"Mid-Day"	"Medium Delay"	0	216
"1740"	2002	"Apr"	"Thurs"	"Mid-Day"	"On Time"	0	831
"1741"	2002	"Apr"	"Thurs"	"Mid-Day"	"Short Delay"	0	147
"1742"	2002	"Apr"	"Thurs"	"Morning"	"Cancelled"	0	3
"1743"	2002	"Apr"	"Thurs"	"Morning"	"Long Delay"	0	24
"1744"	2002	"Apr"	"Thurs"	"Morning"	"Medium Delay"	0	86
"1745"	2002	"Apr"	"Thurs"	"Morning"	"On Time"	0	437
"1746"	2002	"Apr"	"Thurs"	"Morning"	"Short Delay"	0	92
"1747"	2002	"Apr"	"Thurs"	"Night"	"Long Delay"	0	4
"1748"	2002	"Apr"	"Thurs"	"Night"	"Medium Delay"	0	11
"1749"	2002	"Apr"	"Thurs"	"Night"	"On Time"	0	24
"1750"	2002	"Apr"	"Thurs"	"Night"	"Short Delay"	0	4
"1751"	2002	"Apr"	"Tues"	"Evening"	"Cancelled"	0	9
"1752"	2002	"Apr"	"Tues"	"Evening"	"Long Delay"	0	131
"1753"	2002	"Apr"	"Tues"	"Evening"	"Medium Delay"	0	264
"1754"	2002	"Apr"	"Tues"	"Evening"	"On Time"	0	874
"1755"	2002	"Apr"	"Tues"	"Evening"	"Short Delay"	0	139
"1756"	2002	"Apr"	"Tues"	"Mid-Day"	"Cancelled"	0	31
"1757"	2002	"Apr"	"Tues"	"Mid-Day"	"Long Delay"	0	198
"1758"	2002	"Apr"	"Tues"	"Mid-Day"	"Medium Delay"	0	268
"1759"	2002	"Apr"	"Tues"	"Mid-Day"	"On Time"	0	946
"1760"	2002	"Apr"	"Tues"	"Mid-Day"	"Short Delay"	0	136
"1761"	2002	"Apr"	"Tues"	"Morning"	"Cancelled"	0	13
"1762"	2002	"Apr"	"Tues"	"Morning"	"Long Delay"	0	100
"1763"	2002	"Apr"	"Tues"	"Morning"	"Medium Delay"	0	89
"1764"	2002	"Apr"	"Tues"	"Morning"	"On Time"	0	558
"1765"	2002	"Apr"	"Tues"	"Morning"	"Short Delay"	0	43
"1766"	2002	"Apr"	"Tues"	"Night"	"Long Delay"	0	2
"1767"	2002	"Apr"	"Tues"	"Night"	"Medium Delay"	0	11
"1768"	2002	"Apr"	"Tues"	"Night"	"On Time"	0	36
"1769"	2002	"Apr"	"Tues"	"Night"	"Short Delay"	0	6
"1770"	2002	"Apr"	"Wed"	"Evening"	"Cancelled"	0	8
"1771"	2002	"Apr"	"Wed"	"Evening"	"Long Delay"	0	77
"1772"	2002	"Apr"	"Wed"	"Evening"	"Medium Delay"	0	187
"1773"	2002	"Apr"	"Wed"	"Evening"	"On Time"	0	761
"1774"	2002	"Apr"	"Wed"	"Evening"	"Short Delay"	0	104
"1775"	2002	"Apr"	"Wed"	"Mid-Day"	"Cancelled"	0	15
"1776"	2002	"Apr"	"Wed"	"Mid-Day"	"Long Delay"	0	57
"1777"	2002	"Apr"	"Wed"	"Mid-Day"	"Medium Delay"	0	189
"1778"	2002	"Apr"	"Wed"	"Mid-Day"	"On Time"	0	877
"1779"	2002	"Apr"	"Wed"	"Mid-Day"	"Short Delay"	0	128
"1780"	2002	"Apr"	"Wed"	"Morning"	"Cancelled"	0	2
"1781"	2002	"Apr"	"Wed"	"Morning"	"Long Delay"	0	22
"1782"	2002	"Apr"	"Wed"	"Morning"	"Medium Delay"	0	73
"1783"	2002	"Apr"	"Wed"	"Morning"	"On Time"	0	492
"1784"	2002	"Apr"	"Wed"	"Morning"	"Short Delay"	0	53
"1785"	2002	"Apr"	"Wed"	"Night"	"Long Delay"	0	2
"1786"	2002	"Apr"	"Wed"	"Night"	"Medium Delay"	0	6
"1787"	2002	"Apr"	"Wed"	"Night"	"On Time"	0	33
"1788"	2002	"Apr"	"Wed"	"Night"	"Short Delay"	0	2
"1789"	2002	"Aug"	"Fri"	"Evening"	"Cancelled"	0	31
"1790"	2002	"Aug"	"Fri"	"Evening"	"Long Delay"	0	193
"1791"	2002	"Aug"	"Fri"	"Evening"	"Medium Delay"	0	224
"1792"	2002	"Aug"	"Fri"	"Evening"	"On Time"	0	982
"1793"	2002	"Aug"	"Fri"	"Evening"	"Short Delay"	0	129
"1794"	2002	"Aug"	"Fri"	"Mid-Day"	"Cancelled"	0	18
"1795"	2002	"Aug"	"Fri"	"Mid-Day"	"Long Delay"	0	107
"1796"	2002	"Aug"	"Fri"	"Mid-Day"	"Medium Delay"	0	246
"1797"	2002	"Aug"	"Fri"	"Mid-Day"	"On Time"	0	1186
"1798"	2002	"Aug"	"Fri"	"Mid-Day"	"Short Delay"	0	166
"1799"	2002	"Aug"	"Fri"	"Morning"	"Cancelled"	0	15
"1800"	2002	"Aug"	"Fri"	"Morning"	"Long Delay"	0	33
"1801"	2002	"Aug"	"Fri"	"Morning"	"Medium Delay"	0	81
"1802"	2002	"Aug"	"Fri"	"Morning"	"On Time"	0	665
"1803"	2002	"Aug"	"Fri"	"Morning"	"Short Delay"	0	77
"1804"	2002	"Aug"	"Fri"	"Night"	"Cancelled"	0	3
"1805"	2002	"Aug"	"Fri"	"Night"	"Long Delay"	0	34
"1806"	2002	"Aug"	"Fri"	"Night"	"Medium Delay"	0	16
"1807"	2002	"Aug"	"Fri"	"Night"	"On Time"	0	107
"1808"	2002	"Aug"	"Fri"	"Night"	"Short Delay"	0	5
"1809"	2002	"Aug"	"Mon"	"Evening"	"Cancelled"	0	15
"1810"	2002	"Aug"	"Mon"	"Evening"	"Long Delay"	0	115
"1811"	2002	"Aug"	"Mon"	"Evening"	"Medium Delay"	0	242
"1812"	2002	"Aug"	"Mon"	"Evening"	"On Time"	0	733
"1813"	2002	"Aug"	"Mon"	"Evening"	"Short Delay"	0	141
"1814"	2002	"Aug"	"Mon"	"Mid-Day"	"Cancelled"	0	23
"1815"	2002	"Aug"	"Mon"	"Mid-Day"	"Long Delay"	0	103
"1816"	2002	"Aug"	"Mon"	"Mid-Day"	"Medium Delay"	0	228
"1817"	2002	"Aug"	"Mon"	"Mid-Day"	"On Time"	0	882
"1818"	2002	"Aug"	"Mon"	"Mid-Day"	"Short Delay"	0	144
"1819"	2002	"Aug"	"Mon"	"Morning"	"Cancelled"	0	11
"1820"	2002	"Aug"	"Mon"	"Morning"	"Long Delay"	0	45
"1821"	2002	"Aug"	"Mon"	"Morning"	"Medium Delay"	0	87
"1822"	2002	"Aug"	"Mon"	"Morning"	"On Time"	0	487
"1823"	2002	"Aug"	"Mon"	"Morning"	"Short Delay"	0	67
"1824"	2002	"Aug"	"Mon"	"Night"	"Cancelled"	0	1
"1825"	2002	"Aug"	"Mon"	"Night"	"Long Delay"	0	17
