""	"DayOfWeek"	"Status"	"TimeOfDay"	"Years"	"ArrDep"	"Month"	"NumberOfFlights"
"288"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Arriving"	"Mar"	474
"289"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Arriving"	"May"	267
"290"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Arriving"	"Nov"	341
"291"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Arriving"	"Oct"	231
"292"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Arriving"	"Sept"	264
"293"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Apr"	223
"294"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Aug"	264
"295"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Dec"	398
"296"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Feb"	404
"297"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Jan"	300
"298"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Jul"	222
"299"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Jun"	340
"300"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Mar"	379
"301"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"May"	218
"302"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Nov"	255
"303"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Oct"	179
"304"	"Fri"	"Long Delay"	"Evening"	"1988-1994"	"Departing"	"Sept"	189
"305"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Apr"	459
"306"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Aug"	709
"307"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Dec"	669
"308"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Feb"	564
"309"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Jan"	728
"310"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Jul"	748
"311"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Jun"	846
"312"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Mar"	488
"313"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"May"	568
"314"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Nov"	371
"315"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Oct"	408
"316"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Arriving"	"Sept"	449
"317"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Apr"	503
"318"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Aug"	702
"319"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Dec"	720
"320"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Feb"	570
"321"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Jan"	774
"322"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Jul"	774
"323"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Jun"	856
"324"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Mar"	606
"325"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"May"	602
"326"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Nov"	430
"327"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Oct"	413
"328"	"Fri"	"Long Delay"	"Evening"	"1995-2001"	"Departing"	"Sept"	482
"329"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Apr"	441
"330"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Aug"	629
"331"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Dec"	875
"332"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Feb"	597
"333"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Jan"	587
"334"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Jul"	645
"335"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Jun"	991
"336"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Mar"	827
"337"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"May"	719
"338"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Nov"	307
"339"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Oct"	559
"340"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Arriving"	"Sept"	568
"341"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Apr"	386
"342"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Aug"	589
"343"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Dec"	715
"344"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Feb"	430
"345"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Jan"	406
"346"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Jul"	663
"347"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Jun"	843
"348"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Mar"	732
"349"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"May"	492
"350"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Nov"	246
"351"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Oct"	379
"352"	"Fri"	"Long Delay"	"Evening"	"2002-2008"	"Departing"	"Sept"	404
"353"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Apr"	149
"354"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Aug"	198
"355"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Dec"	279
"356"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Feb"	268
"357"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jan"	180
"358"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jul"	187
"359"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jun"	165
"360"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Mar"	204
"361"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"May"	106
"362"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Nov"	178
"363"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Oct"	125
"364"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Sept"	151
"365"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Apr"	125
"366"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Aug"	190
"367"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Dec"	279
"368"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Feb"	292
"369"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jan"	227
"370"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jul"	192
"371"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jun"	192
"372"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Mar"	237
"373"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"May"	132
"374"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Nov"	216
"375"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Oct"	136
"376"	"Fri"	"Long Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Sept"	158
"377"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Apr"	243
"378"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Aug"	413
"379"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Dec"	503
"380"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Feb"	396
"381"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jan"	442
"382"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jul"	407
"383"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jun"	472
"384"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Mar"	314
"385"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"May"	290
"386"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Nov"	272
"387"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Oct"	234
"388"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Sept"	318
"389"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Apr"	363
"390"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Aug"	448
"391"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Dec"	509
"392"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Feb"	445
"393"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jan"	463
"394"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jul"	436
"395"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jun"	517
"396"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Mar"	386
"397"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"May"	398
"398"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Nov"	280
"399"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Oct"	319
"400"	"Fri"	"Long Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Sept"	358
"401"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Apr"	249
"402"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Aug"	398
"403"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Dec"	621
"404"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Feb"	384
"405"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jan"	335
"406"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jul"	354
"407"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jun"	560
"408"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Mar"	528
"409"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"May"	370
"410"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Nov"	212
"411"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Oct"	334
"412"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Sept"	319
"413"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Apr"	363
"414"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Aug"	545
"415"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Dec"	769
"416"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Feb"	476
"417"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jan"	399
"418"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jul"	492
"419"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jun"	631
"420"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Mar"	583
"421"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"May"	394
"422"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Nov"	296
"423"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Oct"	442
"424"	"Fri"	"Long Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Sept"	401
"425"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Apr"	50
"426"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Aug"	50
"427"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Dec"	70
"428"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Feb"	83
"429"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Jan"	61
"430"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Jul"	62
"431"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Jun"	34
"432"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Mar"	99
"433"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"May"	29
"434"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Nov"	43
"435"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Oct"	28
"436"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Arriving"	"Sept"	81
"437"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Apr"	95
"438"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Aug"	91
"439"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Dec"	120
"440"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Feb"	140
"441"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Jan"	135
"442"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Jul"	75
"443"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Jun"	80
"444"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Mar"	152
"445"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"May"	61
"446"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Nov"	121
"447"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Oct"	52
"448"	"Fri"	"Long Delay"	"Morning"	"1988-1994"	"Departing"	"Sept"	137
"449"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Apr"	71
"450"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Aug"	115
"451"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Dec"	135
"452"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Feb"	118
"453"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Jan"	131
"454"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Jul"	102
"455"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Jun"	180
"456"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Mar"	81
"457"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"May"	98
"458"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Nov"	62
"459"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Oct"	77
"460"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Arriving"	"Sept"	69
"461"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Apr"	163
"462"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Aug"	198
"463"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Dec"	238
"464"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Feb"	228
"465"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Jan"	224
"466"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Jul"	205
"467"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Jun"	262
"468"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Mar"	209
"469"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"May"	190
"470"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Nov"	154
"471"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Oct"	153
"472"	"Fri"	"Long Delay"	"Morning"	"1995-2001"	"Departing"	"Sept"	175
"473"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Apr"	107
"474"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Aug"	152
"475"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Dec"	221
"476"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Feb"	185
"477"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Jan"	120
"478"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Jul"	142
"479"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Jun"	167
"480"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Mar"	187
"481"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"May"	104
"482"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Nov"	84
"483"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Oct"	83
"484"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Arriving"	"Sept"	104
"485"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Apr"	123
"486"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Aug"	181
"487"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Dec"	219
"488"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Feb"	195
"489"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Jan"	154
"490"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Jul"	173
"491"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Jun"	189
"492"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Mar"	201
"493"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"May"	125
"494"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Nov"	80
"495"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Oct"	115
"496"	"Fri"	"Long Delay"	"Morning"	"2002-2008"	"Departing"	"Sept"	143
"497"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Apr"	32
"498"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Aug"	32
"499"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Dec"	58
"500"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Feb"	41
"501"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Jan"	43
"502"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Jul"	42
"503"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Jun"	52
"504"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Mar"	30
"505"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"May"	19
"506"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Nov"	28
"507"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Oct"	19
"508"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Arriving"	"Sept"	28
"509"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Apr"	18
"510"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Aug"	18
"511"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Dec"	48
"512"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Feb"	24
"513"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jan"	20
"514"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jul"	30
"515"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jun"	26
"516"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Mar"	20
"517"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"May"	19
"518"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Nov"	11
"519"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Oct"	11
"520"	"Fri"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Sept"	17
"521"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Apr"	75
"522"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Aug"	90
"523"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Dec"	101
"524"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Feb"	61
"525"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jan"	91
"526"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jul"	103
"527"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jun"	113
"528"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Mar"	84
"529"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"May"	71
"530"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Nov"	53
"531"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Oct"	50
"532"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Sept"	57
"533"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Apr"	63
"534"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Aug"	126
"535"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Dec"	82
"536"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Feb"	58
"537"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jan"	79
"538"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jul"	133
"539"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jun"	148
"540"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Mar"	69
"541"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"May"	102
"542"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Nov"	50
"543"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Oct"	46
"544"	"Fri"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Sept"	48
"545"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Apr"	51
"546"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Aug"	91
"547"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Dec"	108
"548"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Feb"	56
"549"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jan"	41
"550"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jul"	120
"551"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jun"	108
"552"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Mar"	99
"553"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"May"	72
"554"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Nov"	29
"555"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Oct"	49
"556"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Sept"	59
"557"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Apr"	25
"558"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Aug"	52
"559"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Dec"	40
"560"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Feb"	27
"561"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jan"	23
"562"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jul"	55
"563"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jun"	72
"564"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Mar"	43
"565"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"May"	34
"566"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Nov"	10
"567"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Oct"	25
"568"	"Fri"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Sept"	24
"569"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Apr"	1056
"570"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Aug"	1169
"571"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Dec"	1256
"572"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Feb"	1177
"573"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jan"	1238
"574"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jul"	1242
"575"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jun"	1180
"576"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Mar"	1231
"577"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"May"	1054
"578"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Nov"	1012
"579"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Oct"	1191
"580"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Sept"	1275
"581"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Apr"	453
"582"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Aug"	562
"583"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Dec"	780
"584"	"Fri"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Feb"	649
